,date,location,location_name,value
0,2020-04-26,GM,Germany,1857
1,2020-04-26,GM01,Baden-Württemberg State,301
2,2020-04-26,GM02,Free State of Bavaria,463
3,2020-04-26,GM03,Free Hanseatic City of Bremen,8
4,2020-04-26,GM04,Free Hanseatic City of Hamburg,64
5,2020-04-26,GM05,Hesse State,169
6,2020-04-26,GM06,Lower Saxony State,108
7,2020-04-26,GM07,North Rhine-Westphalia State,381
8,2020-04-26,GM08,Rhineland-Palatinate State,64
9,2020-04-26,GM09,Saarland State,27
10,2020-04-26,GM10,Schleswig-Holstein State,16
11,2020-04-26,GM11,Brandenburg State,25
12,2020-04-26,GM12,Mecklenburg-Western Pomerania State,4
13,2020-04-26,GM13,Free State of Saxony,48
14,2020-04-26,GM14,Sachsen-Anhalt State,17
15,2020-04-26,GM15,Free State of Thüringia,46
16,2020-04-26,GM16,Berlin State,116
17,2020-04-27,GM,Germany,1729
18,2020-04-27,GM01,Baden-Württemberg State,274
19,2020-04-27,GM02,Free State of Bavaria,443
20,2020-04-27,GM03,Free Hanseatic City of Bremen,9
21,2020-04-27,GM04,Free Hanseatic City of Hamburg,69
22,2020-04-27,GM05,Hesse State,156
23,2020-04-27,GM06,Lower Saxony State,108
24,2020-04-27,GM07,North Rhine-Westphalia State,336
25,2020-04-27,GM08,Rhineland-Palatinate State,61
26,2020-04-27,GM09,Saarland State,26
27,2020-04-27,GM10,Schleswig-Holstein State,15
28,2020-04-27,GM11,Brandenburg State,22
29,2020-04-27,GM12,Mecklenburg-Western Pomerania State,5
30,2020-04-27,GM13,Free State of Saxony,36
31,2020-04-27,GM14,Sachsen-Anhalt State,15
32,2020-04-27,GM15,Free State of Thüringia,44
33,2020-04-27,GM16,Berlin State,110
34,2020-04-28,GM,Germany,1748
35,2020-04-28,GM01,Baden-Württemberg State,277
36,2020-04-28,GM02,Free State of Bavaria,464
37,2020-04-28,GM03,Free Hanseatic City of Bremen,8
38,2020-04-28,GM04,Free Hanseatic City of Hamburg,70
39,2020-04-28,GM05,Hesse State,156
40,2020-04-28,GM06,Lower Saxony State,98
41,2020-04-28,GM07,North Rhine-Westphalia State,332
42,2020-04-28,GM08,Rhineland-Palatinate State,53
43,2020-04-28,GM09,Saarland State,27
44,2020-04-28,GM10,Schleswig-Holstein State,19
45,2020-04-28,GM11,Brandenburg State,22
46,2020-04-28,GM12,Mecklenburg-Western Pomerania State,6
47,2020-04-28,GM13,Free State of Saxony,48
48,2020-04-28,GM14,Sachsen-Anhalt State,15
49,2020-04-28,GM15,Free State of Thüringia,43
50,2020-04-28,GM16,Berlin State,110
51,2020-04-29,GM,Germany,1719
52,2020-04-29,GM01,Baden-Württemberg State,271
53,2020-04-29,GM02,Free State of Bavaria,447
54,2020-04-29,GM03,Free Hanseatic City of Bremen,10
55,2020-04-29,GM04,Free Hanseatic City of Hamburg,67
56,2020-04-29,GM05,Hesse State,154
57,2020-04-29,GM06,Lower Saxony State,98
58,2020-04-29,GM07,North Rhine-Westphalia State,338
59,2020-04-29,GM08,Rhineland-Palatinate State,53
60,2020-04-29,GM09,Saarland State,29
61,2020-04-29,GM10,Schleswig-Holstein State,19
62,2020-04-29,GM11,Brandenburg State,19
63,2020-04-29,GM12,Mecklenburg-Western Pomerania State,5
64,2020-04-29,GM13,Free State of Saxony,47
65,2020-04-29,GM14,Sachsen-Anhalt State,14
66,2020-04-29,GM15,Free State of Thüringia,43
67,2020-04-29,GM16,Berlin State,105
68,2020-04-30,GM,Germany,1605
69,2020-04-30,GM01,Baden-Württemberg State,259
70,2020-04-30,GM02,Free State of Bavaria,419
71,2020-04-30,GM03,Free Hanseatic City of Bremen,9
72,2020-04-30,GM04,Free Hanseatic City of Hamburg,66
73,2020-04-30,GM05,Hesse State,140
74,2020-04-30,GM06,Lower Saxony State,90
75,2020-04-30,GM07,North Rhine-Westphalia State,309
76,2020-04-30,GM08,Rhineland-Palatinate State,49
77,2020-04-30,GM09,Saarland State,30
78,2020-04-30,GM10,Schleswig-Holstein State,16
79,2020-04-30,GM11,Brandenburg State,17
80,2020-04-30,GM12,Mecklenburg-Western Pomerania State,5
81,2020-04-30,GM13,Free State of Saxony,46
82,2020-04-30,GM14,Sachsen-Anhalt State,12
83,2020-04-30,GM15,Free State of Thüringia,42
84,2020-04-30,GM16,Berlin State,96
85,2020-05-01,GM,Germany,1549
86,2020-05-01,GM01,Baden-Württemberg State,248
87,2020-05-01,GM02,Free State of Bavaria,402
88,2020-05-01,GM03,Free Hanseatic City of Bremen,9
89,2020-05-01,GM04,Free Hanseatic City of Hamburg,66
90,2020-05-01,GM05,Hesse State,140
91,2020-05-01,GM06,Lower Saxony State,86
92,2020-05-01,GM07,North Rhine-Westphalia State,301
93,2020-05-01,GM08,Rhineland-Palatinate State,43
94,2020-05-01,GM09,Saarland State,28
95,2020-05-01,GM10,Schleswig-Holstein State,14
96,2020-05-01,GM11,Brandenburg State,18
97,2020-05-01,GM12,Mecklenburg-Western Pomerania State,4
98,2020-05-01,GM13,Free State of Saxony,47
99,2020-05-01,GM14,Sachsen-Anhalt State,12
100,2020-05-01,GM15,Free State of Thüringia,37
101,2020-05-01,GM16,Berlin State,94
102,2020-05-02,GM,Germany,1508
103,2020-05-02,GM01,Baden-Württemberg State,265
104,2020-05-02,GM02,Free State of Bavaria,382
105,2020-05-02,GM03,Free Hanseatic City of Bremen,8
106,2020-05-02,GM04,Free Hanseatic City of Hamburg,60
107,2020-05-02,GM05,Hesse State,136
108,2020-05-02,GM06,Lower Saxony State,83
109,2020-05-02,GM07,North Rhine-Westphalia State,284
110,2020-05-02,GM08,Rhineland-Palatinate State,37
111,2020-05-02,GM09,Saarland State,26
112,2020-05-02,GM10,Schleswig-Holstein State,14
113,2020-05-02,GM11,Brandenburg State,17
114,2020-05-02,GM12,Mecklenburg-Western Pomerania State,3
115,2020-05-02,GM13,Free State of Saxony,46
116,2020-05-02,GM14,Sachsen-Anhalt State,12
117,2020-05-02,GM15,Free State of Thüringia,36
118,2020-05-02,GM16,Berlin State,99
119,2020-05-03,GM,Germany,1441
120,2020-05-03,GM01,Baden-Württemberg State,249
121,2020-05-03,GM02,Free State of Bavaria,346
122,2020-05-03,GM03,Free Hanseatic City of Bremen,5
123,2020-05-03,GM04,Free Hanseatic City of Hamburg,62
124,2020-05-03,GM05,Hesse State,141
125,2020-05-03,GM06,Lower Saxony State,88
126,2020-05-03,GM07,North Rhine-Westphalia State,271
127,2020-05-03,GM08,Rhineland-Palatinate State,38
128,2020-05-03,GM09,Saarland State,25
129,2020-05-03,GM10,Schleswig-Holstein State,11
130,2020-05-03,GM11,Brandenburg State,15
131,2020-05-03,GM12,Mecklenburg-Western Pomerania State,3
132,2020-05-03,GM13,Free State of Saxony,43
133,2020-05-03,GM14,Sachsen-Anhalt State,9
134,2020-05-03,GM15,Free State of Thüringia,34
135,2020-05-03,GM16,Berlin State,101
136,2020-05-04,GM,Germany,1396
137,2020-05-04,GM01,Baden-Württemberg State,254
138,2020-05-04,GM02,Free State of Bavaria,334
139,2020-05-04,GM03,Free Hanseatic City of Bremen,5
140,2020-05-04,GM04,Free Hanseatic City of Hamburg,58
141,2020-05-04,GM05,Hesse State,138
142,2020-05-04,GM06,Lower Saxony State,84
143,2020-05-04,GM07,North Rhine-Westphalia State,260
144,2020-05-04,GM08,Rhineland-Palatinate State,34
145,2020-05-04,GM09,Saarland State,21
146,2020-05-04,GM10,Schleswig-Holstein State,10
147,2020-05-04,GM11,Brandenburg State,14
148,2020-05-04,GM12,Mecklenburg-Western Pomerania State,3
149,2020-05-04,GM13,Free State of Saxony,43
150,2020-05-04,GM14,Sachsen-Anhalt State,10
151,2020-05-04,GM15,Free State of Thüringia,31
152,2020-05-04,GM16,Berlin State,97
153,2020-05-05,GM,Germany,1346
154,2020-05-05,GM01,Baden-Württemberg State,221
155,2020-05-05,GM02,Free State of Bavaria,332
156,2020-05-05,GM03,Free Hanseatic City of Bremen,7
157,2020-05-05,GM04,Free Hanseatic City of Hamburg,55
158,2020-05-05,GM05,Hesse State,131
159,2020-05-05,GM06,Lower Saxony State,79
160,2020-05-05,GM07,North Rhine-Westphalia State,266
161,2020-05-05,GM08,Rhineland-Palatinate State,31
162,2020-05-05,GM09,Saarland State,20
163,2020-05-05,GM10,Schleswig-Holstein State,12
164,2020-05-05,GM11,Brandenburg State,15
165,2020-05-05,GM12,Mecklenburg-Western Pomerania State,3
166,2020-05-05,GM13,Free State of Saxony,41
167,2020-05-05,GM14,Sachsen-Anhalt State,9
168,2020-05-05,GM15,Free State of Thüringia,30
169,2020-05-05,GM16,Berlin State,94
170,2020-05-06,GM,Germany,1311
171,2020-05-06,GM01,Baden-Württemberg State,203
172,2020-05-06,GM02,Free State of Bavaria,321
173,2020-05-06,GM03,Free Hanseatic City of Bremen,6
174,2020-05-06,GM04,Free Hanseatic City of Hamburg,54
175,2020-05-06,GM05,Hesse State,119
176,2020-05-06,GM06,Lower Saxony State,74
177,2020-05-06,GM07,North Rhine-Westphalia State,264
178,2020-05-06,GM08,Rhineland-Palatinate State,32
179,2020-05-06,GM09,Saarland State,21
180,2020-05-06,GM10,Schleswig-Holstein State,13
181,2020-05-06,GM11,Brandenburg State,24
182,2020-05-06,GM12,Mecklenburg-Western Pomerania State,3
183,2020-05-06,GM13,Free State of Saxony,37
184,2020-05-06,GM14,Sachsen-Anhalt State,9
185,2020-05-06,GM15,Free State of Thüringia,32
186,2020-05-06,GM16,Berlin State,99
187,2020-05-07,GM,Germany,1230
188,2020-05-07,GM01,Baden-Württemberg State,186
189,2020-05-07,GM02,Free State of Bavaria,300
190,2020-05-07,GM03,Free Hanseatic City of Bremen,7
191,2020-05-07,GM04,Free Hanseatic City of Hamburg,53
192,2020-05-07,GM05,Hesse State,112
193,2020-05-07,GM06,Lower Saxony State,70
194,2020-05-07,GM07,North Rhine-Westphalia State,258
195,2020-05-07,GM08,Rhineland-Palatinate State,30
196,2020-05-07,GM09,Saarland State,20
197,2020-05-07,GM10,Schleswig-Holstein State,12
198,2020-05-07,GM11,Brandenburg State,12
199,2020-05-07,GM12,Mecklenburg-Western Pomerania State,2
200,2020-05-07,GM13,Free State of Saxony,36
201,2020-05-07,GM14,Sachsen-Anhalt State,9
202,2020-05-07,GM15,Free State of Thüringia,30
203,2020-05-07,GM16,Berlin State,93
204,2020-05-08,GM,Germany,1185
205,2020-05-08,GM01,Baden-Württemberg State,183
206,2020-05-08,GM02,Free State of Bavaria,287
207,2020-05-08,GM03,Free Hanseatic City of Bremen,7
208,2020-05-08,GM04,Free Hanseatic City of Hamburg,53
209,2020-05-08,GM05,Hesse State,102
210,2020-05-08,GM06,Lower Saxony State,67
211,2020-05-08,GM07,North Rhine-Westphalia State,245
212,2020-05-08,GM08,Rhineland-Palatinate State,28
213,2020-05-08,GM09,Saarland State,19
214,2020-05-08,GM10,Schleswig-Holstein State,11
215,2020-05-08,GM11,Brandenburg State,11
216,2020-05-08,GM12,Mecklenburg-Western Pomerania State,2
217,2020-05-08,GM13,Free State of Saxony,34
218,2020-05-08,GM14,Sachsen-Anhalt State,9
219,2020-05-08,GM15,Free State of Thüringia,32
220,2020-05-08,GM16,Berlin State,95
221,2020-05-09,GM,Germany,1121
222,2020-05-09,GM01,Baden-Württemberg State,166
223,2020-05-09,GM02,Free State of Bavaria,271
224,2020-05-09,GM03,Free Hanseatic City of Bremen,8
225,2020-05-09,GM04,Free Hanseatic City of Hamburg,51
226,2020-05-09,GM05,Hesse State,99
227,2020-05-09,GM06,Lower Saxony State,67
228,2020-05-09,GM07,North Rhine-Westphalia State,234
229,2020-05-09,GM08,Rhineland-Palatinate State,30
230,2020-05-09,GM09,Saarland State,10
231,2020-05-09,GM10,Schleswig-Holstein State,12
232,2020-05-09,GM11,Brandenburg State,11
233,2020-05-09,GM12,Mecklenburg-Western Pomerania State,2
234,2020-05-09,GM13,Free State of Saxony,33
235,2020-05-09,GM14,Sachsen-Anhalt State,9
236,2020-05-09,GM15,Free State of Thüringia,27
237,2020-05-09,GM16,Berlin State,91
238,2020-05-10,GM,Germany,1073
239,2020-05-10,GM01,Baden-Württemberg State,151
240,2020-05-10,GM02,Free State of Bavaria,254
241,2020-05-10,GM03,Free Hanseatic City of Bremen,7
242,2020-05-10,GM04,Free Hanseatic City of Hamburg,52
243,2020-05-10,GM05,Hesse State,99
244,2020-05-10,GM06,Lower Saxony State,63
245,2020-05-10,GM07,North Rhine-Westphalia State,228
246,2020-05-10,GM08,Rhineland-Palatinate State,27
247,2020-05-10,GM09,Saarland State,16
248,2020-05-10,GM10,Schleswig-Holstein State,9
249,2020-05-10,GM11,Brandenburg State,13
250,2020-05-10,GM12,Mecklenburg-Western Pomerania State,1
251,2020-05-10,GM13,Free State of Saxony,30
252,2020-05-10,GM14,Sachsen-Anhalt State,9
253,2020-05-10,GM15,Free State of Thüringia,27
254,2020-05-10,GM16,Berlin State,87
255,2020-05-11,GM,Germany,1063
256,2020-05-11,GM01,Baden-Württemberg State,156
257,2020-05-11,GM02,Free State of Bavaria,251
258,2020-05-11,GM03,Free Hanseatic City of Bremen,7
259,2020-05-11,GM04,Free Hanseatic City of Hamburg,49
260,2020-05-11,GM05,Hesse State,96
261,2020-05-11,GM06,Lower Saxony State,64
262,2020-05-11,GM07,North Rhine-Westphalia State,232
263,2020-05-11,GM08,Rhineland-Palatinate State,27
264,2020-05-11,GM09,Saarland State,14
265,2020-05-11,GM10,Schleswig-Holstein State,9
266,2020-05-11,GM11,Brandenburg State,13
267,2020-05-11,GM12,Mecklenburg-Western Pomerania State,1
268,2020-05-11,GM13,Free State of Saxony,29
269,2020-05-11,GM14,Sachsen-Anhalt State,8
270,2020-05-11,GM15,Free State of Thüringia,25
271,2020-05-11,GM16,Berlin State,82
272,2020-05-12,GM,Germany,1020
273,2020-05-12,GM01,Baden-Württemberg State,146
274,2020-05-12,GM02,Free State of Bavaria,255
275,2020-05-12,GM03,Free Hanseatic City of Bremen,9
276,2020-05-12,GM04,Free Hanseatic City of Hamburg,44
277,2020-05-12,GM05,Hesse State,87
278,2020-05-12,GM06,Lower Saxony State,61
279,2020-05-12,GM07,North Rhine-Westphalia State,214
280,2020-05-12,GM08,Rhineland-Palatinate State,25
281,2020-05-12,GM09,Saarland State,13
282,2020-05-12,GM10,Schleswig-Holstein State,9
283,2020-05-12,GM11,Brandenburg State,13
284,2020-05-12,GM12,Mecklenburg-Western Pomerania State,1
285,2020-05-12,GM13,Free State of Saxony,31
286,2020-05-12,GM14,Sachsen-Anhalt State,8
287,2020-05-12,GM15,Free State of Thüringia,25
288,2020-05-12,GM16,Berlin State,79
289,2020-05-13,GM,Germany,974
290,2020-05-13,GM01,Baden-Württemberg State,137
291,2020-05-13,GM02,Free State of Bavaria,241
292,2020-05-13,GM03,Free Hanseatic City of Bremen,7
293,2020-05-13,GM04,Free Hanseatic City of Hamburg,41
294,2020-05-13,GM05,Hesse State,84
295,2020-05-13,GM06,Lower Saxony State,60
296,2020-05-13,GM07,North Rhine-Westphalia State,202
297,2020-05-13,GM08,Rhineland-Palatinate State,22
298,2020-05-13,GM09,Saarland State,17
299,2020-05-13,GM10,Schleswig-Holstein State,8
300,2020-05-13,GM11,Brandenburg State,13
301,2020-05-13,GM12,Mecklenburg-Western Pomerania State,1
302,2020-05-13,GM13,Free State of Saxony,30
303,2020-05-13,GM14,Sachsen-Anhalt State,9
304,2020-05-13,GM15,Free State of Thüringia,22
305,2020-05-13,GM16,Berlin State,80
306,2020-05-14,GM,Germany,892
307,2020-05-14,GM01,Baden-Württemberg State,123
308,2020-05-14,GM02,Free State of Bavaria,224
309,2020-05-14,GM03,Free Hanseatic City of Bremen,3
310,2020-05-14,GM04,Free Hanseatic City of Hamburg,38
311,2020-05-14,GM05,Hesse State,76
312,2020-05-14,GM06,Lower Saxony State,57
313,2020-05-14,GM07,North Rhine-Westphalia State,186
314,2020-05-14,GM08,Rhineland-Palatinate State,19
315,2020-05-14,GM09,Saarland State,15
316,2020-05-14,GM10,Schleswig-Holstein State,6
317,2020-05-14,GM11,Brandenburg State,12
318,2020-05-14,GM12,Mecklenburg-Western Pomerania State,2
319,2020-05-14,GM13,Free State of Saxony,28
320,2020-05-14,GM14,Sachsen-Anhalt State,7
321,2020-05-14,GM15,Free State of Thüringia,20
322,2020-05-14,GM16,Berlin State,76
323,2020-05-15,GM,Germany,838
324,2020-05-15,GM01,Baden-Württemberg State,113
325,2020-05-15,GM02,Free State of Bavaria,217
326,2020-05-15,GM03,Free Hanseatic City of Bremen,4
327,2020-05-15,GM04,Free Hanseatic City of Hamburg,35
328,2020-05-15,GM05,Hesse State,74
329,2020-05-15,GM06,Lower Saxony State,49
330,2020-05-15,GM07,North Rhine-Westphalia State,174
331,2020-05-15,GM08,Rhineland-Palatinate State,18
332,2020-05-15,GM09,Saarland State,10
333,2020-05-15,GM10,Schleswig-Holstein State,6
334,2020-05-15,GM11,Brandenburg State,9
335,2020-05-15,GM12,Mecklenburg-Western Pomerania State,2
336,2020-05-15,GM13,Free State of Saxony,27
337,2020-05-15,GM14,Sachsen-Anhalt State,7
338,2020-05-15,GM15,Free State of Thüringia,20
339,2020-05-15,GM16,Berlin State,73
340,2020-05-16,GM,Germany,821
341,2020-05-16,GM01,Baden-Württemberg State,117
342,2020-05-16,GM02,Free State of Bavaria,205
343,2020-05-16,GM03,Free Hanseatic City of Bremen,6
344,2020-05-16,GM04,Free Hanseatic City of Hamburg,34
345,2020-05-16,GM05,Hesse State,73
346,2020-05-16,GM06,Lower Saxony State,49
347,2020-05-16,GM07,North Rhine-Westphalia State,162
348,2020-05-16,GM08,Rhineland-Palatinate State,18
349,2020-05-16,GM09,Saarland State,11
350,2020-05-16,GM10,Schleswig-Holstein State,7
351,2020-05-16,GM11,Brandenburg State,11
352,2020-05-16,GM12,Mecklenburg-Western Pomerania State,2
353,2020-05-16,GM13,Free State of Saxony,30
354,2020-05-16,GM14,Sachsen-Anhalt State,7
355,2020-05-16,GM15,Free State of Thüringia,22
356,2020-05-16,GM16,Berlin State,67
357,2020-05-17,GM,Germany,797
358,2020-05-17,GM01,Baden-Württemberg State,118
359,2020-05-17,GM02,Free State of Bavaria,196
360,2020-05-17,GM03,Free Hanseatic City of Bremen,5
361,2020-05-17,GM04,Free Hanseatic City of Hamburg,33
362,2020-05-17,GM05,Hesse State,70
363,2020-05-17,GM06,Lower Saxony State,49
364,2020-05-17,GM07,North Rhine-Westphalia State,156
365,2020-05-17,GM08,Rhineland-Palatinate State,17
366,2020-05-17,GM09,Saarland State,10
367,2020-05-17,GM10,Schleswig-Holstein State,7
368,2020-05-17,GM11,Brandenburg State,10
369,2020-05-17,GM12,Mecklenburg-Western Pomerania State,2
370,2020-05-17,GM13,Free State of Saxony,28
371,2020-05-17,GM14,Sachsen-Anhalt State,6
372,2020-05-17,GM15,Free State of Thüringia,22
373,2020-05-17,GM16,Berlin State,68
374,2020-05-18,GM,Germany,747
375,2020-05-18,GM01,Baden-Württemberg State,113
376,2020-05-18,GM02,Free State of Bavaria,178
377,2020-05-18,GM03,Free Hanseatic City of Bremen,4
